Xa1,Xa2,Xa3,Xa4,Xa5,Xa6,Xa7,Xa8,Xa9,Xa10,Xa11,Xa12,Xa13,Xa14,Xa15,Xa16,Xa17,Xa18,Xa19,Xa20,Xa21,Xa22,Xa23,Xa24,Xa25,Xa26,Xa27,Xa28,Xa29,Xa30,Xa31,Xa32,Xa33,Xa34,Xa35,Xa36,Xa37,Xa38,Xa39,Xa40,Xa41
0.513706380492164,0.386682901785043,0.191820427245468,0.949514175389292,0.00471945216607339,0.456632655952792,0.112817601091146,0.745650504996481,0.153449609623143,0.649681516722497,0.329513181156669,0.466324036336277,0.342066856643882,0.472971690767972,0.182586153411121,0.251024646647234,0.150343139193603,0.031908781999089,0.65996722422337,0.182608783084624,0.276332956184753,0.979032168902118,0.194016207475651,0.471782853667284,0.234017535782286,0.985248142253332,0.581091402857542,0.704899554968635,0.910266173993489,0.94719387052716,0.0822908014728639,0.798481965357367,0.0455484583256326,0.306876032643516,0.616723013075905,0.903737382714719,0.367309017741823,0.220222807627346,0.540432321691697,0.406251983057218,0.84430613985053
0.352908674147254,0.53839551737935,0.518907782097739,0.21317362010083,0.956515746448371,0.877207063700406,0.595559029110441,0.433118630071186,0.753565186433312,0.249679157377253,0.606931417006368,0.914732057041131,0.818778386645154,0.699405173908035,0.790486602533587,0.519520466851141,0.970324042061637,0.557799792328479,0.180500787553979,0.984559127254268,0.624240720578004,0.130203108874689,0.713777803033503,0.856997719276433,0.606948805649218,0.392737566987189,0.206506572376665,0.437651127037601,0.490027465082529,0.12896653367426,0.515580195988156,0.167166568761023,0.848303938682428,0.643222114868186,0.11662412357082,0.30582769592304,0.535682745645847,0.923044890521279,0.098694033141438,0.691601991564457,0.326434008171234
0.83981458298153,0.813804329794511,0.341918362850266,0.289311985559511,0.458830142172094,0.630175282985327,0.450195140635983,0.209772576810999,0.528574797307592,0.968848442745829,0.923354500296884,0.231181650764553,0.586229987430632,0.0577611998426845,0.575376180430284,0.159339277545886,0.376770038425817,0.997648188588217,0.918949771635112,0.500162996859718,0.176362516463294,0.405248451147946,0.354618378421541,0.531267082597687,0.903502130714489,0.574489879806459,0.9504099995945,0.853792160579756,0.196794502687425,0.563741056280119,0.944748732355549,0.679139662968003,0.565026841907802,0.960160763744887,0.898063540345384,0.248846603353414,0.147470141363315,0.311876937197647,0.876760133008578,0.945856735649098,0.597557970662479
0.0591495788014323,0.232369689194708,0.883971301459216,0.560814743978857,0.502419973406927,0.207617642089552,0.967421421342734,0.897240195253493,0.378684122615377,0.381790972330831,0.138272721143602,0.649968752061859,0.0628957331557968,0.768828137562671,0.467460235941676,0.923677018708694,0.743893327198849,0.474685920408266,0.427835155478596,0.323147623312322,0.954435638700634,0.735526757592699,0.8665987596053,0.170470213382703,0.280327316188906,0.0454491877064445,0.325468748701022,0.120845084402697,0.648748127348815,0.262358320099008,0.403184850072556,0.294893568304147,0.258407318043176,0.124637700707028,0.397917200098286,0.58846313547324,0.948820945199445,0.609298981889068,0.450906572467161,0.168691186441941,0.0753908460976609
0.699023463823182,0.652159942259841,0.81104411216295,0.391644147228788,0.774360236901145,0.324644723765967,0.262579979016459,0.788807643560943,0.699475866768978,0.0443903794445997,0.648969655921589,0.609349517874034,0.698284367089736,0.261047041520015,0.365790989697827,0.104956713242197,0.556906932363697,0.685298873936731,0.555062139404989,0.0051990044976068,0.655177163360131,0.613118004618393,0.929868703789086,0.37396692102012,0.862248103119793,0.339756154495047,0.721422886656798,0.967306979372112,0.10581921469433,0.485219323415581,0.1709115656724,0.885255887556979,0.156477958945933,0.516622515168129,0.366202183146386,0.0164969441153084,0.703086932925422,0.0593465295737684,0.827084495561188,0.0657708088272486,0.200367457697617
0.418598670130372,0.304109291558832,0.478219095003497,0.631883487299242,0.202499686157955,0.779032615616689,0.780019893705395,0.101278509399736,0.33082612926043,0.573827087812486,0.410762947541759,0.0261949384341215,0.206177232075675,0.534353316140429,0.723706803685484,0.868684579547784,0.314616723979405,0.162344226012598,0.0346430225662999,0.827756585916535,0.495274312706727,0.277350110746118,0.410565356486458,0.984843895254247,0.485170789888837,0.805801898089273,0.0964480185067722,0.202587443339998,0.560115055465189,0.684813151600896,0.738964951648421,0.0156572451396542,0.978722736099806,0.431213773855519,0.865325335214169,0.676403574100222,0.393935608683325,0.855918621344599,0.252533550505038,0.788492778845104,0.722627146842505
0.904531950865961,0.0795160315731187,0.661075876730334,0.864285450944841,0.697217454996627,0.526079223453045,0.175385555417762,0.260713128337787,0.0743415954297568,0.332197085143452,0.117567788241206,0.842558805602536,0.450200629030464,0.207247170982407,0.876256425325125,0.446642085690817,0.783593231418817,0.344258105914827,0.803395927956673,0.687032971335522,0.797400083474837,0.00748895601418176,0.52112859015409,0.685479611612641,0.000476029316701321,0.225871938485542,0.871633394047269,0.598743276979631,0.751722098445218,0.117634547340893,0.808758929462613,0.512045475622377,0.699256511762392,0.246142058641127,0.147363658076783,0.862641854797885,0.782149167695466,0.470809618610269,0.724873591590591,0.542813336371055,0.45151837238837
0.243486166278875,0.997845102449889,0.1130411351892,0.0966811196177718,0.279658070480451,0.0736143631279382,0.657974385526984,0.573184441218714,0.95571624320533,0.799585358423962,0.816861065062065,0.292893248604792,0.958169780984174,0.996440713948688,0.0183556373183966,0.714528031272157,0.087926611159987,0.870141477478143,0.294640249422367,0.4895329077103,0.0832761317598749,0.852049607892306,0.00966652322237604,0.0501922703497804,0.627309797830925,0.630400916463073,0.497019237851487,0.364175208715972,0.328210388279689,0.802336899854191,0.351177311802282,0.397328633272167,0.380876284755779,0.832617959769584,0.646530435300786,0.460082332685012,0.121575958320095,0.674481673051699,0.166207672653876,0.328020225569662,0.969298058638849
0.571383933174732,0.88290222089369,0.74823280529338,0.580905312967506,0.154507126777752,0.391712134273373,0.322964629007608,0.496055996079447,0.599555722157432,0.124545189142307,0.252203435275614,0.363505657729807,0.144683125650276,0.676833910901863,0.388097655459954,0.938451298919384,0.678635988231601,0.745006160848385,0.570487333447308,0.743982091417775,0.222705453276901,0.756251909797294,0.98655136089373,0.0945408148924782,0.520987713210251,0.11928388517612,0.169559528425152,0.646980423076202,0.259361952952633,0.737561868865588,0.468391415272302,0.450096347749434,0.0994943064662585,0.778226965945292,0.202295065932978,0.542758912094059,0.679613841988105,0.137341690450156,0.789203472221247,0.679251291173494,0.651209072144011
0.295353666042676,0.0358284837985755,0.0400414561165389,0.317258975837819,0.821880071698503,0.93827031735147,0.836835648077177,0.683588609652675,0.495569647060121,0.524800274160575,0.560871431644677,0.751042766295809,0.636767409734413,0.403753706133454,0.530196971622367,0.205111832550609,0.451673378812478,0.220098634899471,0.0812628960655214,0.424911492668279,0.876720765691976,0.103219874496982,0.482903418246794,0.732683338749454,0.147813733120588,0.524324989578942,0.544795658622596,0.382280894644741,0.836193984051338,0.436163277605365,0.878973793114882,0.58440771043201,0.796800092612923,0.176219508245375,0.702927063015782,0.14019510704704,0.479955412929463,0.964919874863635,0.347976433329146,0.456781095809955,0.175796323610542
